Count_GFP_objects,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05IdentifyPrimaryObjects,ExecutionTime_06MeasureObjectIntensity,ExecutionTime_07MeasureImageIntensity,FileName_GFP,Frame_GFP,Group_Index,Group_Number,Height_GFP,ImageNumber,Intensity_LowerQuartileIntensity_GFP_GFP_objects,Intensity_MADIntensity_GFP_GFP_objects,Intensity_MaxIntensity_GFP_GFP_objects,Intensity_MeanIntensity_GFP_GFP_objects,Intensity_MedianIntensity_GFP_GFP_objects,Intensity_MinIntensity_GFP_GFP_objects,Intensity_PercentMaximal_GFP_GFP_objects,Intensity_StdIntensity_GFP_GFP_objects,Intensity_TotalArea_GFP_GFP_objects,Intensity_TotalIntensity_GFP_GFP_objects,Intensity_UpperQuartileIntensity_GFP_GFP_objects,MD5Digest_GFP,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05IdentifyPrimaryObjects,ModuleError_06MeasureObjectIntensity,ModuleError_07MeasureImageIntensity,PathName_GFP,Scaling_GFP,Series_GFP,Threshold_FinalThreshold_GFP_objects,Threshold_OrigThreshold_GFP_objects,Threshold_SumOfEntropies_GFP_objects,Threshold_WeightedVariance_GFP_objects,URL_GFP,Width_GFP
1100,0,0,0.27,0,2.97,0.15,0.02,MFGTMP_210724100003_M09f00d0.PNG,0,33,1,1104,33,0.108659498,0.035828188,0.24856947,0.151055059,0.13925384,0.08062867,1.264211919,0.049773615,59721,9021.159,0.186434731,3064aca46ba04db873f4c697df2604a2,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.091489426,0.074463964,-13.56606199,0.089762045,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M09f00d0.PNG,1104
1080,0,0,0.26,0,2.97,0.16,0.01,MFGTMP_210724100003_M09f01d0.PNG,0,34,1,1104,34,0.105256736,0.029358357,0.24856947,0.141473512,0.12974747,0.07582208,0.514851485,0.045054875,58075,8216.074,0.171511412,8fdb2cdb7af00889456fdc8f8eb7a73a,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.086668692,0.072319617,-13.51602892,0.080422672,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M09f01d0.PNG,1104
879,0,0,0.29,0,3.06,0.13,0.01,MFGTMP_210724100003_M09f02d0.PNG,0,35,1,1104,35,0.099031053,0.02362097,0.24856947,0.129779075,0.11906615,0.0692607,0.152879631,0.041391205,41863,5432.9414,0.15133898,e2aa8e31a8bea815348b9dd6296612f4,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.079796071,0.070002415,-13.42798828,0.062331872,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M09f02d0.PNG,1104
1004,0,0,0.27,0,3.05,0.14,0.01,MFGTMP_210724100003_M09f03d0.PNG,0,36,1,1104,36,0.105867095,0.03453117,0.24856947,0.146256089,0.13629359,0.07544061,0.778499335,0.047935985,51124,7477.1963,0.178088039,f5b8815b59d33c1fe63067ee73d1ad85,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.086863042,0.072356839,-13.6202279,0.093761349,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M09f03d0.PNG,1104
954,0,0,0.24,0,3.03,0.14,0.01,MFGTMP_210724100003_M10f00d0.PNG,0,37,1,1104,37,0.10841535,0.03537041,0.24856947,0.15291407,0.13682765,0.080460824,0.536983815,0.052032243,52888,8087.3193,0.193072408,f199c93efb8331247c3d0fb3714d8ef5,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.091265537,0.073638225,-13.43567978,0.08681218,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M10f00d0.PNG,1104
1145,0,0,0.21,0,2.98,0.14,0.01,MFGTMP_210724100003_M10f01d0.PNG,0,38,1,1104,38,0.112062261,0.03642328,0.24856947,0.15567189,0.14180209,0.078217745,0.684303022,0.051243413,64299,10009.547,0.194522008,3fe8cbff426afd1ac575c24f0ee78a8e,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.093693931,0.075885411,-13.36466462,0.092866051,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M10f01d0.PNG,1104
1152,0,0,0.19,0,3,0.15,0.01,MFGTMP_210724100003_M10f02d0.PNG,0,39,1,1104,39,0.10168612,0.02589456,0.24856947,0.136587131,0.12272831,0.07347219,0.046574116,0.045401946,55825,7624.9766,0.163973451,fa10345ff7d87ec045cef2b83fca9391,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.084988592,0.073567239,-13.6500287,0.072143264,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M10f02d0.PNG,1104
913,0,0,0.2,0.01,2.95,0.12,0.02,MFGTMP_210724100003_M10f03d0.PNG,0,40,1,1104,40,0.099382013,0.027328908,0.24856947,0.134128378,0.12251469,0.06976425,1.97258442,0.04484788,41874,5616.4917,0.159590289,523e2a9e6eeaecc47e17b30ccc338859,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.080382667,0.07024641,-13.4521495,0.073097858,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M10f03d0.PNG,1104
995,0,0,0.2,0,2.98,0.14,0.01,MFGTMP_210724100003_M11f00d0.PNG,0,41,1,1104,41,0.105790801,0.030426487,0.24858473,0.142992173,0.13119707,0.07570001,0.00190371,0.04584088,52529,7511.236,0.173311964,7391ad3a98823103b29447237e781603,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.08697963,0.072988382,-13.63666047,0.080268181,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M11f00d0.PNG,1104
1064,0,0,0.21,0,3,0.14,0.01,MFGTMP_210724100003_M11f01d0.PNG,0,42,1,1104,42,0.108552679,0.03132678,0.24856947,0.149961447,0.13339438,0.078919664,0.67978288,0.05024433,58401,8757.898,0.186755165,6cfa6c27e1e3b9595274fa6645cfbd1f,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.092023836,0.073861474,-13.3268638,0.078130162,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M11f01d0.PNG,1104
1072,0,0,0.19,0,3.01,0.14,0.02,MFGTMP_210724100003_M11f02d0.PNG,0,43,1,1104,43,0.106370643,0.031754024,0.24856947,0.145473087,0.133608,0.07742428,0.746967166,0.047983844,54487,7926.392,0.175890744,4fd90e5ac5de95ea040bc15454c54c9e,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.088116807,0.073057939,-13.60115438,0.080479132,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M11f02d0.PNG,1104
818,0,0,0.22,0,3.09,0.13,0.01,MFGTMP_210724100003_M11f03d0.PNG,0,44,1,1104,44,0.104005493,0.03465324,0.24856947,0.143225138,0.13374533,0.07345693,1.149340603,0.04651124,40719,5831.9844,0.176226437,b61df45da577425471a251f5613ae684,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.08341238,0.070795819,-13.55822601,0.078729054,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M11f03d0.PNG,1104
931,0,0,0.19,0,3.09,0.14,0.01,MFGTMP_210724100003_M12f00d0.PNG,0,45,1,1104,45,0.105745025,0.028702214,0.24856947,0.144050737,0.12938124,0.075715266,0.726880878,0.048544813,51040,7352.3496,0.172915235,f8fbc2eea52d7d1d84e7e4190a3185a5,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.087076505,0.071688973,-13.42769122,0.069758927,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M12f00d0.PNG,1104
875,0,0,0.23,0,3.07,0.13,0.02,MFGTMP_210724100003_M12f01d0.PNG,0,46,1,1104,46,0.111772336,0.036888674,0.24856947,0.155314415,0.14213017,0.08310063,1.422438007,0.05102951,49844,7741.4917,0.194445714,cc2ba2480a47ced98a6f7a5e1900c961,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.091400703,0.072263919,-13.39182129,0.078769459,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M12f01d0.PNG,1104
1170,0,0,0.19,0,3.09,0.15,0.01,MFGTMP_210724100003_M12f02d0.PNG,0,47,1,1104,47,0.104066528,0.03002213,0.24856947,0.143390531,0.12859541,0.07765316,0.320002768,0.048226062,57812,8289.693,0.176165402,136810bf6e4e53c5bf393b495538d632,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.089101467,0.074096551,-13.49450834,0.074315203,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M12f02d0.PNG,1104
1081,0,0,0.16,0,2.87,0.14,0.01,MFGTMP_210724100003_M12f03d0.PNG,0,48,1,1104,48,0.099382013,0.026260778,0.24856947,0.131638067,0.12152285,0.0698558,0.004026008,0.04152867,49677,6539.3843,0.156786457,104d9eb5ccfabb82cf9e4ed0f441b9bd,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.081893943,0.071246147,-13.54602529,0.073956289,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M12f03d0.PNG,1104
766,0,0,0.22,0,2.85,0.14,0.01,MFGTMP_210724100003_M13f00d0.PNG,0,49,1,1104,49,0.102052338,0.027168691,0.24856947,0.139475443,0.12357519,0.07650874,0.609609754,0.047513645,41666,5811.384,0.17027542,7abbbc74141504231acfee9d1bccdf0d,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.08494,0.068706329,-13.30271849,0.059781362,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M13f00d0.PNG,1104
963,0,0,0.17,0,3.05,0.13,0.01,MFGTMP_210724100003_M13f01d0.PNG,0,50,1,1104,50,0.106553748,0.031380184,0.24856947,0.147628661,0.13262379,0.079621576,0.804735054,0.05024708,53558,7906.696,0.180331126,3e0ab8c62432895738a8c1e239199d41,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.08947031,0.071898302,-13.35020336,0.075959177,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M13f01d0.PNG,1104
1129,0,0,0.19,0,3.06,0.15,0.01,MFGTMP_210724100003_M13f02d0.PNG,0,51,1,1104,51,0.098924242,0.026321813,0.24856947,0.133479642,0.12056153,0.07248035,0.587382294,0.044222023,54479,7271.8374,0.15951781,12b43aa309d727673681b2d74a2f4154,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.083464787,0.071806808,-13.45113774,0.069151178,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M13f02d0.PNG,1104
720,0,0,0.18,0,3.1,0.13,0.01,MFGTMP_210724100003_M13f03d0.PNG,0,52,1,1104,52,0.097398333,0.028427556,0.24856947,0.130703709,0.12115663,0.06681926,0.585161311,0.042376604,31957,4176.8984,0.157106891,dbd8d270c2671c3be71fc54b3b170526,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.077133076,0.067598477,-13.64383404,0.06619909,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M13f03d0.PNG,1104
869,0,0,0.21,0,3.06,0.14,0.01,MFGTMP_210724100003_M14f00d0.PNG,0,53,1,1104,53,0.098695353,0.025703825,0.24856947,0.133627629,0.120172426,0.07388418,0.321543408,0.044934306,43540,5818.147,0.158464938,e2181df4ec4bc888419fef7a52906a68,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.082307573,0.069178452,-12.80311795,0.064063786,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M14f00d0.PNG,1104
973,0,0,0.19,0,2.91,0.14,0.01,MFGTMP_210724100003_M14f01d0.PNG,0,54,1,1104,54,0.104554817,0.03162432,0.24856947,0.143969893,0.13080034,0.07675288,0.86808188,0.047968503,52760,7595.8516,0.176318005,56db01fa865ee0045f847a06b827eee6,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.086750648,0.070937363,-13.4366179,0.074895058,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M14f01d0.PNG,1104
1039,0,0,0.15,0,2.89,0.14,0.01,MFGTMP_210724100003_M14f02d0.PNG,0,55,1,1104,55,0.099412531,0.02652781,0.24856947,0.135284204,0.12085146,0.07084764,1.922429592,0.04643104,53474,7234.1875,0.160448611,aeafe8238468a197293947cb82a7d01d,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.083491638,0.071032589,-13.45266935,0.067758136,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M14f02d0.PNG,1104
916,0,0,0.22,0,3.08,0.13,0.01,MFGTMP_210724100003_M14f03d0.PNG,0,56,1,1104,56,0.09436179,0.026169218,0.24856947,0.126207201,0.116411075,0.06643778,0.021612276,0.04090119,41643,5255.6465,0.150286108,fd69faff21b5a43dd18f50bf1da4bcf8,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.077797606,0.068008892,-13.42349627,0.070849573,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M14f03d0.PNG,1104
994,0,0,0.26,0,3.18,0.14,0.01,MFGTMP_210724100003_M15f00d0.PNG,0,57,1,1104,57,0.105409324,0.029816128,0.24856947,0.143397584,0.13096818,0.07508965,0.765400907,0.04721306,53828,7718.805,0.172701612,e316ac84c7049360ece76f2abbc969c3,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.087110527,0.072159312,-13.36021568,0.077882535,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M15f00d0.PNG,1104
988,0,0,0.21,0,3.09,0.15,0.01,MFGTMP_210724100003_M15f01d0.PNG,0,58,1,1104,58,0.106294349,0.03227283,0.24856947,0.146118903,0.13347067,0.078645,0.19872455,0.048391566,55353,8088.1196,0.178179592,6959c2d95cd6d73a7bcfb51f15e1f917,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.088068378,0.072552481,-13.51026922,0.079867455,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M15f01d0.PNG,1104
1014,0,0,0.23,0,3.09,0.15,0.01,MFGTMP_210724100003_M15f02d0.PNG,0,59,1,1104,59,0.097810328,0.025680937,0.24856947,0.130913434,0.119447626,0.069092855,0.055186467,0.042649705,47113,6167.7246,0.155092701,8bac46ab02928d95511521f47b801147,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.081027916,0.070451327,-13.59613199,0.068909705,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M15f02d0.PNG,1104
804,0,0,0.21,0,2.91,0.13,0.01,MFGTMP_210724100003_M15f03d0.PNG,0,60,1,1104,60,0.096131839,0.028244443,0.24856947,0.128127305,0.11979858,0.0662089,0.14235686,0.040605728,35123,4500.2153,0.154085606,4140c4467cb0a5856b7ac3142dbd82ca,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.077498835,0.068247582,-13.58532487,0.073214953,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M15f03d0.PNG,1104
853,0,0,0.21,0,2.91,0.14,0.02,MFGTMP_210724100003_M16f00d0.PNG,0,61,1,1104,61,0.102876328,0.028419927,0.24856947,0.138118814,0.12684062,0.07302968,0.380245769,0.044475477,43130,5957.0645,0.16549553,9c8d65c7123ea4c742c6d8a9b4b6c9d8,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.082873339,0.070236673,-13.34338655,0.068416362,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M16f00d0.PNG,1104
851,0,0,0.19,0,3.1,0.15,0.01,MFGTMP_210724100003_M16f01d0.PNG,0,62,1,1104,62,0.103593498,0.032593265,0.24856947,0.142851517,0.13121232,0.07237354,0.515151515,0.04668275,42900,6128.33,0.175051495,caa6cbc807318027fd8af329c0f7a846,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.085565719,0.071053434,-13.54977497,0.07573424,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M16f01d0.PNG,1104
772,0,0,0.27,0,3.05,0.15,0.01,MFGTMP_210724100003_M16f02d0.PNG,0,63,1,1104,63,0.099061571,0.028931104,0.24856947,0.133655641,0.12297246,0.06849775,0.247456695,0.043512575,36370,4861.0557,0.161573961,72b2cccf3404f7d9f0d5fecca9efe629,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.07914581,0.068640866,-13.40478935,0.066984788,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M16f02d0.PNG,1104
633,0,0,0.29,0,3.05,0.13,0.01,MFGTMP_210724100003_M16f03d0.PNG,0,64,1,1104,64,0.092866406,0.024841689,0.24856947,0.124879256,0.11309987,0.0646067,0.513622153,0.042139865,26868,3355.2559,0.149492636,ec3c45c9e643e3286df6dcb044624f19,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.07443372,0.065735443,-13.38401778,0.055713933,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M16f03d0.PNG,1104
576,0,0,0.31,0,3.02,0.12,0.01,MFGTMP_210724100003_M17f00d0.PNG,0,65,1,1104,65,0.099061571,0.028412297,0.24856947,0.133440065,0.12405585,0.06941329,0.606060606,0.042781048,27225,3632.9058,0.159410998,f9e4ee313d8daf54306bea48f1ec1131,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.07809154,0.067014085,-13.25041647,0.058026528,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M17f00d0.PNG,1104
